,Industrial Production,Manufacturing Production,Real Personal Consumption Expenditure,Real Personal Income excluding transfers,Real Personal Income,Real Retail & Food Services Sales,Housing Starts,Building Permits,Nonfarm Payroll Employment,Unemployment Rate,Average Weekly Hours — Total Private,Average Weekly Hours — Manufacturing,Job Openings,Labor Force Participation Rate,Average Hourly Earnings — Total Private,CPI All Items,Core CPI,PCE Price Index,Core PCE Price Index,Producer Prices — Final Demand,Producer Prices — All Commodities,Commercial & Industrial Loans,Consumer Credit,Federal Funds Rate,Total Bank Reserves,M2 Money Supply,Total Capacity Utilization
Average Weekly Hours — Total Private,0.323448883012978,0.3676246326181304,0.20955474088701204,0.2526202009781854,0.2375650222993318,0.34345846904291705,0.30486805124199773,0.32434979898382593,0.14920893514477612,-0.15067309519174332,1.0,0.5042955144114808,0.4094208652810902,-0.4247924289092795,0.19248741818787812,0.21005627348452066,0.20355520497813917,0.2010741155972734,0.19529131991803558,0.00876666568183603,0.21986120077329657,0.23040536373639658,0.20703049903541645,-0.37349268776477645,0.3778574879899538,0.23901227470301137,0.4291854113027156
Average Weekly Hours — Manufacturing,0.4472407445724057,0.6889111215273016,0.004064073663801649,0.5692213086756341,0.5648406103302184,0.19054751269183962,-0.17930589125137925,-0.015006107457650453,0.40970960596008354,-0.3062674358987946,0.5042955144114808,1.0,0.33325036362423344,0.31137795661092693,-0.01190367714360605,0.5657915542232964,0.5892492920887054,0.561759681471951,0.5608989900578094,-0.3714910773593959,0.40092434062761856,0.5585587943086014,0.41182472013887705,-0.34159856274237155,0.5531313736589367,0.5624925041637695,-0.009081692258091538
Job Openings,0.7198858886961296,0.37718989853856616,0.9035203282573131,0.8643361551756591,0.8237725150484345,0.9211653440929555,0.243802949515646,0.2748567776201172,0.9208686367477007,-0.7896362400052397,0.4094208652810902,0.33325036362423344,1.0,-0.749643870941731,0.8507831684031371,0.8117555170475612,0.8082816028653285,0.8118324377999565,0.8090384251868312,0.8802454373974409,0.6779168320314933,0.826261820195107,0.8216854990275112,0.2735389593815875,0.7405198695836576,0.8135087004521767,0.2746975823530104
Labor Force Participation Rate,0.6505256432740404,0.07481957173208298,-0.8451229871008439,0.43932318537816945,0.4369334998493782,-0.8802639452033854,0.026744300167627796,0.17876056782902525,0.6383716663833702,0.2660469472549569,-0.4247924289092795,0.31137795661092693,-0.749643870941731,1.0,-0.8945723917747908,0.6241618354460045,0.47854564776095676,0.43662539000174644,0.43645372738579746,-0.7884261517630914,0.6321356361567908,0.6298853973877118,0.6264189348289962,0.18415363029618298,0.4014079163751626,0.4359824432238016,0.040865032164451275
Average Hourly Earnings — Total Private,0.38679329385173034,-0.2587880333342118,0.9847406347136077,0.9725745876661166,0.9851361193015123,0.9161861774147707,0.5309493326676287,0.5663400635652457,0.8740746577449109,-0.6093580989895208,0.19248741818787812,-0.01190367714360605,0.8507831684031371,-0.8945723917747908,1.0,0.9977916937912603,0.9998327196340636,0.9985581242409177,0.9998015075245091,0.9906605813298335,0.790843967312131,0.9463264426022093,0.9905731392629675,0.19242394489272402,0.88182238238619,0.9927759361091252,-0.15400973082172828
CPI All Items,0.9854786054260288,0.9109285664431255,0.9881146413448538,0.9988490835071772,0.999468632345111,0.962843097770765,-0.2504944707365904,0.06885712886781288,0.9945925717904127,0.07099934373904196,0.21005627348452066,0.5657915542232964,0.8117555170475612,0.6241618354460045,0.9977916937912603,1.0,0.9999435588013118,0.9999885518576553,0.9999483535249803,0.9936952405547427,0.994761803661098,0.997005946588332,0.9996747662027607,-0.3461804439711439,0.912779272724513,0.9997345419697204,-0.6107370609530255
Core CPI,0.9782352613028814,0.9094918722018654,0.986144333450201,0.9987886976825916,0.9994568620653806,0.9612871458307573,-0.2506303924778106,0.06858792443362643,0.9919600105651349,-0.12436568846127963,0.20355520497813917,0.5892492920887054,0.8082816028653285,0.47854564776095676,0.9998327196340636,0.9999435588013118,1.0,0.9999588194009601,0.999995630736341,0.9911094305278709,0.992536672539781,0.9956548851036844,0.9996354700254731,-0.41686404048651016,0.9131999232843779,0.9997940010413223,-0.6120402804245089
PCE Price Index,0.9766680064968755,0.9100443583817681,0.9883309184082022,0.9988497197852522,0.9994889811953401,0.9624750465077677,-0.25050961648593667,0.0689955966614158,0.9914938124406202,-0.13687121307442346,0.2010741155972734,0.561759681471951,0.8118324377999565,0.43662539000174644,0.9985581242409177,0.9999885518576553,0.9999588194009601,1.0,0.9999691119920435,0.9933235731581945,0.992510321608752,0.9952464582093221,0.9996373696143777,-0.4743150705168984,0.9131025439436116,0.99975724905054,-0.6117271134252104
Core PCE Price Index,0.9762309914595116,0.9089752286099668,0.9864233310378714,0.9987939841815835,0.9994614227215001,0.9612360281177978,-0.25066434080123634,0.06878580389348958,0.9912852455607589,-0.13618918188864015,0.19529131991803558,0.5608989900578094,0.8090384251868312,0.43645372738579746,0.9998015075245091,0.9999483535249803,0.999995630736341,0.9999691119920435,1.0,0.9911042581548408,0.9922031033873459,0.9952435225468024,0.9996150078795631,-0.4745823606969161,0.9134175024947501,0.999794762352329,-0.6127289341077742
Producer Prices — Final Demand,0.5367122246575142,-0.0747474404782548,0.9855834835144284,0.9865703037387773,0.9753662048452356,0.9551362818350286,0.8590774035572293,0.8722588671787129,0.9375828096889436,-0.7394499433300732,0.00876666568183603,-0.3714910773593959,0.8802454373974409,-0.7884261517630914,0.9906605813298335,0.9936952405547427,0.9911094305278709,0.9933235731581945,0.9911042581548408,1.0,0.7322774659869885,0.9435130627469319,0.9897587022565925,0.6178671255211782,0.7847088404050802,0.9782782508611592,0.13884792052934863
Producer Prices — All Commodities,0.9796158111543569,0.9115439126729685,0.7770359036637983,0.991424879951327,0.9916669123407642,0.9147436604368749,-0.2720587294366241,0.041661317679445,0.9914913829140332,0.08724449897156061,0.21986120077329657,0.40092434062761856,0.6779168320314933,0.6321356361567908,0.790843967312131,0.994761803661098,0.992536672539781,0.992510321608752,0.9922031033873459,0.7322774659869885,1.0,0.9909870484154731,0.9952407778024102,-0.34482671145279786,0.9049724553958712,0.9922540373480173,-0.5942357143106127
Commercial & Industrial Loans,0.9831398204813554,0.9022680512216906,0.9167036148500775,0.9948337784020269,0.9951061969260022,0.9309705651558288,-0.2604598418020139,0.06227403098808972,0.9938680427101014,0.05676030738065063,0.23040536373639658,0.5585587943086014,0.826261820195107,0.6298853973877118,0.9463264426022093,0.997005946588332,0.9956548851036844,0.9952464582093221,0.9952435225468024,0.9435130627469319,0.9909870484154731,1.0,0.9973523430287243,-0.32290076680455376,0.906540823909679,0.9950057320818473,-0.6025497063120063
Consumer Credit,0.9869414702728289,0.9123448697509996,0.9852899226470222,0.9989752684420593,0.9992891934045894,0.9638407432954992,-0.25035955318332687,0.06944075279016146,0.9958449643641147,0.07056416301403805,0.20703049903541645,0.41182472013887705,0.8216854990275112,0.6264189348289962,0.9905731392629675,0.9996747662027607,0.9996354700254731,0.9996373696143777,0.9996150078795631,0.9897587022565925,0.9952407778024102,0.9973523430287243,1.0,-0.34244037646469627,0.9122756482654588,0.9993890169974421,-0.6077409167216362
Federal Funds Rate,-0.3156927969107401,-0.7109224619867525,0.3817643116308513,-0.4642711428297209,-0.4729148819487362,-0.3412387449225418,0.2882830133760087,0.19207690239437303,-0.30690127586836674,-0.0035654036705464022,-0.37349268776477645,-0.34159856274237155,0.2735389593815875,0.18415363029618298,0.19242394489272402,-0.3461804439711439,-0.41686404048651016,-0.4743150705168984,-0.4745823606969161,0.6178671255211782,-0.34482671145279786,-0.32290076680455376,-0.34244037646469627,1.0,-0.36926244523414964,-0.477940445378303,0.5377067329373213
Total Bank Reserves,0.8667729180830257,0.6784209216918329,0.8419718188741486,0.9082171127978597,0.911405560877077,0.7103308653035743,-0.34176616324744535,-0.050840647110004765,0.888015231983122,-0.018960335461025147,0.3778574879899538,0.5531313736589367,0.7405198695836576,0.4014079163751626,0.88182238238619,0.912779272724513,0.9131999232843779,0.9131025439436116,0.9134175024947501,0.7847088404050802,0.9049724553958712,0.906540823909679,0.9122756482654588,-0.36926244523414964,1.0,0.9135860871417592,-0.489912874812854
M2 Money Supply,0.9763014396984075,0.9095492403798365,0.9775989983999668,0.9985518518867634,0.9991907308397748,0.9619757806615454,-0.24898388566668883,0.07011825858293354,0.9909530643949562,-0.1359911977557846,0.23901227470301137,0.5624925041637695,0.8135087004521767,0.4359824432238016,0.9927759361091252,0.9997345419697204,0.9997940010413223,0.99975724905054,0.999794762352329,0.9782782508611592,0.9922540373480173,0.9950057320818473,0.9993890169974421,-0.477940445378303,0.9135860871417592,1.0,-0.6114230859979025
Total Capacity Utilization,-0.48672713232753334,-0.3771494420671804,0.0668876930879768,-0.5900584675762823,-0.6051504247079771,-0.47838030172197255,0.3554967813889185,0.19913612179456275,-0.5515632729162308,-0.3261274782769398,0.4291854113027156,-0.009081692258091538,0.2746975823530104,0.040865032164451275,-0.15400973082172828,-0.6107370609530255,-0.6120402804245089,-0.6117271134252104,-0.6127289341077742,0.13884792052934863,-0.5942357143106127,-0.6025497063120063,-0.6077409167216362,0.5377067329373213,-0.489912874812854,-0.6114230859979025,1.0
